일시,월별,연별,사이트,제목,내용,분류,판단이유
20090408,200904,2009,다음아고라,(자유토론방) 국민 호도하는 미디어법 관련 왜곡 선전은 중지돼야,"국민호도하는미디어법관련왜곡선전은중지돼야[2]시골간호사(leese****)09.04.0812:49여야가가까스로합의한미디어위원회를믿지못하고또다시미디어법반대세력들이인기주의에영합하는이벤트를추진중이라고한다.얼마전에는언론법저지100일운동이라는단체가만들어지기도했다.또다시국민들을대상으로선전,선동에나설작정인가보다.이걸지켜보면서참으로안타까운생각이든다.미디어법은국민의재산인전파가현재체제처럼독과점되는게아니라보다분산시켜우리스스로경쟁력을갖추기위한게요지다.언제까지나몇몇방송사들에의해방송이좌지우지되도록할참인가?자꾸만국민들에게언론악법이니무슨무슨선전전이니하는인기영합주의,이벤트성으로다가가서호도할게아니라인정할껀인정하고요구할게있으면국회에서요구해야할것이다.광우병왜곡방송으로인해작년한해얼마나많으피해가우리모두에게있었는지우리모두가잘알고있다.",미디어법,미디어법_정책지지
20090623,200906,2009,다음아고라,(자유토론방) 진정 다시 외신 표지에 등장하길 원하는가.,"진정다시외신표지에등장하길원하는가.[1]열공소녀(leese****)09.06.2318:30 또다시 민주당이 국회 검거 농성에 돌입했다. 한국 국회가 국제적 망신거리로 다시 한번 등장할 참이다.그 한가운데 미디어법이 있다. 미디어법의 핵심은 국민들에게 채널의 선택권을 넓혀주자는 것이다. 지금처럼 다섯 손가락 안에 있는 공중파 방송사의 수를 늘려서 시대에 맞게 다양화하는 것이다. 여기에 대기업도 참여하고 신문사도 들어올 수 있다. 만약 민주당 주장처럼 특정사가 여론을 독과점한다면? 시청자들이 외면하면 된다. 설마 지금만 하겠는가?몇몇 방송사에 의해 공공재인 전파가 독과점되고 있는 현실이다. PD수첩의 편견과 잘못된 선동으로 인해 나라가 얼마나 혼란했었는가. 최근에는 아예 막가고 있다. 지난 18일 밤 '민주주의. 위기인가'를 주제로 열린 MBC '100분 토론'에서는 이명박 대통령이 죽으면 떡을 돌린다는 우스갯소리가 있다. 이게 민주주의에서 여론이다. 이것도 무시하려면 무시하라""는 발언이 방송됐다. 그리고 자닌 19일 아침 MBC '생방송 오늘아침'에선 대마초 흡연 경력자로 대마초 합법화를 주장해온 배우 김부선씨가""자연식품인 풀 좀 뜯어 피우는 게 대수로운 일인가""라는 발언이 여과없이 방송되었다. 이미 지난 3월 국민과 약속했었다. 그 약속을 어기고, 듣기에만 그럴싸한 여론조사 운운하며 마치 국민을 놓고 흥정하듯 5개항을 내걸고, 할래말래 식으로 국민과의 약속을 저버린 민주당이 또 다시 국회 검거 농성에 들어간 것은 정말 안타까운 일이다. 이제라도 늦지 않았다. 정말 국민을 위한다면 일단 국회 소집에 응하고 국회를 열어 논의해야 한다. 한국 국회에 국내외의 이목이 집중되고 있다.",미디어법,"미디어법_정책지지
민주당반대"
20090623,200906,2009,다음아고라,(자유토론방)국회를 국제적 망신거리 만드는 일은 그만뒀으면 한다,"국회를국제적망신거리만드는일은그만뒀으면한다[5]열공소녀(leese****)09.06.2318:34 또다시 민주당이 국회 검거 농성에 돌입했다. 한국 국회가 국제적 망신거리로 다시 한번 등장할 참이다.그 한가운데 미디어법이 있다. 미디어법의 핵심은 국민들에게 채널의 선택권을 넓혀주자는 것이다. 지금처럼 다섯 손가락 안에 있는 공중파 방송사의 수를 늘려서 시대에 맞게 다양화하는 것이다. 여기에 대기업도 참여하고 신문사도 들어올 수 있다. 만약 민주당 주장처럼 특정사가 여론을 독과점한다면? 시청자들이 외면하면 된다. 설마 지금만 하겠는가?몇몇 방송사에 의해 공공재인 전파가 독과점되고 있는 현실이다. PD수첩의 편견과 잘못된 선동으로 인해 나라가 얼마나 혼란했었는가. 최근에는 아예 막가고 있다. 지난 18일 밤 '민주주의. 위기인가'를 주제로 열린 MBC '100분 토론'에서는 이명박 대통령이 죽으면 떡을 돌린다는 우스갯소리가 있다. 이게 민주주의에서 여론이다. 이것도 무시하려면 무시하라""는 발언이 방송됐다. 그리고 자닌 19일 아침 MBC '생방송 오늘아침'에선 대마초 흡연 경력자로 대마초 합법화를 주장해온 배우 김부선씨가""자연식품인 풀 좀 뜯어 피우는 게 대수로운 일인가""라는 발언이 여과없이 방송되었다. 이미 지난 3월 국민과 약속했었다. 그 약속을 어기고, 듣기에만 그럴싸한 여론조사 운운하며 마치 국민을 놓고 흥정하듯 5개항을 내걸고, 할래말래 식으로 국민과의 약속을 저버린 민주당이 또 다시 국회 검거 농성에 들어간 것은 정말 안타까운 일이다. 이제라도 늦지 않았다. 정말 국민을 위한다면 일단 국회 소집에 응하고 국회를 열어 논의해야 한다. 한국 국회에 국내외의 이목이 집중되고 있다.""",미디어법,"미디어법_정책지지
민주당반대"
20090623,200906,2009,다음아고라,(정치토론방)국회를 국제적 망신거리 만드는 일은 이제 그만,"국회를국제적망신거리만드는일은이제그만[4]열공소녀(leese****)09.06.2318:35 또다시 민주당이 국회 검거 농성에 돌입했다. 한국 국회가 국제적 망신거리로 다시 한번 등장할 참이다.그 한가운데 미디어법이 있다. 미디어법의 핵심은 국민들에게 채널의 선택권을 넓혀주자는 것이다. 지금처럼 다섯 손가락 안에 있는 공중파 방송사의 수를 늘려서 시대에 맞게 다양화하는 것이다. 여기에 대기업도 참여하고 신문사도 들어올 수 있다. 만약 민주당 주장처럼 특정사가 여론을 독과점한다면? 시청자들이 외면하면 된다. 설마 지금만 하겠는가?몇몇 방송사에 의해 공공재인 전파가 독과점되고 있는 현실이다. PD수첩의 편견과 잘못된 선동으로 인해 나라가 얼마나 혼란했었는가. 최근에는 아예 막가고 있다. 지난 18일 밤 '민주주의. 위기인가'를 주제로 열린 MBC '100분 토론'에서는 이명박 대통령이 죽으면 떡을 돌린다는 우스갯소리가 있다. 이게 민주주의에서 여론이다. 이것도 무시하려면 무시하라""는 발언이 방송됐다. 그리고 자닌 19일 아침 MBC '생방송 오늘아침'에선 대마초 흡연 경력자로 대마초 합법화를 주장해온 배우 김부선씨가""자연식품인 풀 좀 뜯어 피우는 게 대수로운 일인가""라는 발언이 여과없이 방송되었다. 이미 지난 3월 국민과 약속했었다. 그 약속을 어기고, 듣기에만 그럴싸한 여론조사 운운하며 마치 국민을 놓고 흥정하듯 5개항을 내걸고, 할래말래 식으로 국민과의 약속을 저버린 민주당이 또 다시 국회 검거 농성에 들어간 것은 정말 안타까운 일이다. 이제라도 늦지 않았다. 정말 국민을 위한다면 일단 국회 소집에 응하고 국회를 열어 논의해야 한다. 한국 국회에 국내외의 이목이 집중되고 있다.""",미디어법,"미디어법_정책지지
민주당반대"
20120918,201209,2012,일간베스트,미사일사거리 연장…대북 억지력 향상될 것,드디어우리의탄도미사일사거리가늘어날것같네요.300km에서800km로늘어난다고하던데…이정도면우리나라중부권기지에서북한전역을사정거리로할수있을겁니다.아쉬운점이있다면1000km로늘어나지않은게좀…아마도중국과일본의반발을감안해800km로한미간접점을이룬모양이지요.청와대와백악관국가안보회의가직접협상한것이라고하니조만간결론이나겠죠. 사실…북한은수천km대의ICBM을개발하는판국인데우린아직도300km대사거리에만족해야했으니참답답한상황이었죠.최소한의자위권차원에서의미사일사거리발사기술은보유하고있어야북한의대남도발에전략적으로대처하고실질적대북억지력도강화할수있겠죠.개성공단에선초,미디어법,미사일사거리연장
20100907,201009,2010,다음아고라,(자유토론방) 민주당 인사청문회에는 도덕선생 노릇하던 민주당이…. (펌),"민주당 인사청문회에는 도덕선생 노릇하던 민주당이…. (펌) 삐노끼오(leese****) 10.09.07 18:31 민주당 인사청문회에는 도덕 선생 노릇하던 민주당이…. 민주당이 오 현섭 전 여수시장의 뇌물수수 혐의 사건의 여파로 당내 분위기가 심상치 않다. 오전 시장이 경찰 조사 과정에서 주승용 민주당 의원(전남 여수)의 측근에게 수천만원을 줬다고 진술한 것으로 알려졌기 때문이다. 오 전 시장의 비리문제가 오씨 자신의 문제로 끝나지 않고 확산될 조짐이 보이고 있다. 오 전 시장은 시장 재직 시절 야간경관조명사업과 이순신 광장 조성사업을 수주하는 대가로 업계로부터 10억 원을 받은 혐의를 받고 있다. 주승용 의원은 5일 기자와의 통화에서 현지 사무국장이 6000만 원을 받은 사실을 지난달 28일 처음 알게 됐다""며 ""나는 한푼도 받은 적이 없다""고 말했다. 주 의원은 ""당시 도의원, 시의원들한테도 무차별적으로 돈이 뿌려지고 심지어 국회의원한테도 갔다는 얘기가 있었다""고 전했다. 민주당 내에서는 오현섭 리스트설도 나오고 있다. 주승용 민주당의원 뿐만 아니라 경선과정에서 중앙당 의원에게까지 뇌물이 갔다는 얘기가 파다하게 번지고 있다. 인사청문회 때 서슬 퍼렇게 도덕성을 들이대던 민주당이 정작 자기당은 비리에 연루되어 썩는 냄새가 진동하고 있다. 한명숙 전 총리의 뇌물수수, 이광재 강원도지사의 박연차 로비 연루비리, 강성조 의원의 사학비리, 오현섭 의원의 종합세트까지 줄줄이 엮여 있다. 역대 어느 야당이 이렇게까지 비리에 연루된 적이 있는지 궁금하다. 민주당이 집권경험을 한 당이라는 증거는 각종 권력형 비리로 확인되고 있다.",민주당비판,도덕성-민주당반대
20100907,201009,2010,다음아고라,(경제토론방) 민주당 인사청문회에는 도덕선생 노릇하던 민주당이…. (펌),"민주당 인사청문회에는 도덕선생 노릇하던 민주당이…. (펌) 삐노끼오(leese****) 10.09.07 18:31 민주당 인사청문회에는 도덕 선생 노릇하던 민주당이…. 민주당이 오 현섭 전 여수시장의 뇌물수수 혐의 사건의 여파로 당내 분위기가 심상치 않다. 오전 시장이 경찰 조사 과정에서 주승용 민주당 의원(전남 여수)의 측근에게 수천만원을 줬다고 진술한 것으로 알려졌기 때문이다. 오 전 시장의 비리문제가 오씨 자신의 문제로 끝나지 않고 확산될 조짐이 보이고 있다. 오 전 시장은 시장 재직 시절 야간경관조명사업과 이순신 광장 조성사업을 수주하는 대가로 업계로부터 10억 원을 받은 혐의를 받고 있다. 주승용 의원은 5일 기자와의 통화에서 현지 사무국장이 6000만 원을 받은 사실을 지난달 28일 처음 알게 됐다""며 ""나는 한푼도 받은 적이 없다""고 말했다. 주 의원은 ""당시 도의원, 시의원들한테도 무차별적으로 돈이 뿌려지고 심지어 국회의원한테도 갔다는 얘기가 있었다""고 전했다. 민주당 내에서는 오현섭 리스트설도 나오고 있다. 주승용 민주당의원 뿐만 아니라 경선과정에서 중앙당 의원에게까지 뇌물이 갔다는 얘기가 파다하게 번지고 있다. 인사청문회 때 서슬 퍼렇게 도덕성을 들이대던 민주당이 정작 자기당은 비리에 연루되어 썩는 냄새가 진동하고 있다. 한명숙 전 총리의 뇌물수수, 이광재 강원도지사의 박연차 로비 연루비리, 강성조 의원의 사학비리, 오현섭 의원의 종합세트까지 줄줄이 엮여 있다. 역대 어느 야당이 이렇게까지 비리에 연루된 적이 있는지 궁금하다. 민주당이 집권경험을 한 당이라는 증거는 각종 권력형 비리로 확인되고 있다.",민주당비판,도덕성-민주당반대
20100522,201005,2010,다음카페,('안티MBC'카페) 지금은 국가위기 상황.. 단호한 대북 대응에 힘을 모을 때!,"한나라당 박근혜 전 대표는 20일 천안함 사고가 북한 잠수함의 공격에 의한 것이라는 민.군 합동조사단의 발표와 관련, ""대통령께서 (북한의 소행이라고) 판명이 난 마당에 단호하게 대처하겠다고 말씀하셨다. 당연히 그래야 한다고 생각하고 그러하리라 믿는다.""라고 말했다.
 박 전 대표는 6.2 지방선거 공식 선거운동 첫날인 20일 지역구인 대구 달성군 현풍시장을 찾은 자리에서 기자들의 질문에 이같이 답했다.
그는 또 앞으로 대응은 어떤 부분에 초점을 맞춰야 하느냐는 물음에는 ""모든 정보를 정부에서 많이 파악하고 잘 알고 있으니 가장 좋은, 합당한 방법으로 정부가 판단하리라 생각한다.""라고 말했다.
박 전 대표는 국가위기상황에서 국민 모두가 합심해 한 마음으로 대처해야 함을 강조한 것이다. 
반면, 야당은 자신들이 며칠 전 무슨말을 했었는지 기억도 못하는지 결정적 증거 앞에서 말바꾸기에 급급한 모습이 역력하다.
어제는 범죄자를 숨겨주기에 급급, 오늘은 명백한 물증 앞에서 물증을 찾아낸 검사를 성토하기 바쁜게 민주당의 모습이다.
북한의 어뢰 공격임이 입중된 이후 발표된 민주당의 첫 공식입장 어디에도 천안함을 폭파시킨 북한에 대한 비판은 찾아볼 수 없었다.
어떤 모습이 진정한 대한민국을 위한 것인지는 이러한 사실들만으로도 충분히 알 수 있을 것이다.",민주당비판,민주당 등 야당 반대
20100526,201005,2010,다음카페,('안티MBC' 카페) '천안함' 진상규명 촉구하다 결과 나오고 선거역풍 일자 '전전긍긍',"6.2 지방선거가 9일 앞으로 닥친 25일 천안함 사태의 거센 후폭풍에 휘말린 민주당 등 좌익 야당들이 전전긍긍하고 있다.
특히 ‘좌초설’, ‘미군 오폭설’, ‘미군 신무기 실험설’ 등 근거 없는 프로파간다가 난무하던 사고 발생직후 의기양양하던 모습은 오간데 없이 북한 소행임이 명백하게 드러나자 이번 선거에 악영향이 우려된다며 애써 정부의 선거개입을 운운하는 모습이 정말 안쓰럽기까지 하다.
엎친 데 덮친 격으로 노무현 전 대통령의 1주기를 맞아 기대를 걸었던 盧風은 불지 않고 이번 선거에 친노세력 실세인사를 내세운 좌익세력은 국민들의 싸늘한 반응에 놀라고 있다.
실제로 한 정치권 관계자는 “이번 사태는 김대중-노무현 정권의 북한 유화책이 결국 김정일 정권이 군사도발을 감행토록 유발한 셈”이라며 “그동안 주적개념의 상실은 물론 해이해진 국민들의 대북 안보의식이 재정립돼야 하는 시점을 맞게 된 것”이라고 강조하기도 했다.
그는 이어 “연이어 터지는 서해상 군사도발과 잇따른 간첩사건들이 무엇을 의미하느냐”면서 “북한을 옹호하며 적을 친구라 여기는 낭만주의적 대북관은 설 자리를 잃었다”고 말했다.
이를 반증하듯 인터넷 게시판과 토론방 등에선 “북한 퍼주기의 결과가 천안함에 대한 어뢰공격으로 돌아왔다”, “과학적이고 객관적인 물증을 공개한 정부의 조사결과 발표를 못 믿고 북한 김정일을 두둔하는 야당엔 한 표도 못 준다”는 야당에 대한 비난 글이 올라오고 있다.
이 와중에 국민여론은 서울 한명숙, 경기 유시민, 인천 송영길 등 친노-386세력이 주축이 된 수도권 광역단체장 후보 좌익 3각 편대의 ‘현 정부 심판론’은 기세가 꺾이고 반대로 ‘과거 좌파정권 심판론’이 힘을 얻으면서 역대 지방선거 사상 최초로 여당의 승리가 예상되고 있다.
돌이켜 보면 6.2 지방선거가 본격화되기 전 세종시-4대강 등 국책사업 논란과 함께 여당내 계파갈등이 계속 이어지면서 불안한 모습을 보였던 만큼 굳이 여당에게 유리하지도 않았다.
또한 수뢰의혹을 받던 한명숙 전 총리가 1심 재판에서 무죄선고를 받았는데, 현 정권에 의해 탄압받는 이미지를 만들어 노풍을 적극 활용한다는 선거전략은 검찰의 수사과정에서 골프접대 및 추가 수뢰혐의를 비롯한 갖가지 ‘스폰서’의혹만 야기한 채 좌초한 것으로 보인다.
게다가 국민적인 천안함 희생장병에 대한 애도-추모 분위기를 무색하게 꾸준히 북한을 옹호해온 민주, 민노, 국참 등 친북성향 좌익 정치세력은 구태의연한 정부-미국에 의한 음모설만 제기하다가 ‘제 발등을 찍는?’ 처지에 봉착해있다는 것이 정치권 관계자들의 전언이다.
천안함 사태만 해도 그렇다. 사고가 발생한 직후 여야 대표들은 청와대에서 이명박 대통령의 설명을 듣고 과학적인 조사와 함께 엄정하고 단호한 책임추궁과 대응에 동의한 바 있다.
그러나 친북성향 좌파매체들과 극단적 친북좌파 정치세력은 여전히 북한의 군사도발로 결론이 나온 사고원인의 진실이 두려워 “북한이 안 그랬다고 하지 않느냐. 조사결과를 믿을 수 없다”며 조작-날조라고 하는 북한과 동일한 주장과 ‘유언비어’까지 퍼뜨리고 있는 실정이다.
민족말살을 획책한 6.25 한국전쟁의 주범인 불구대천의 원수들에게 먹을 것을 주고 돈을 줘봐야 돌아오는 것은 그들이 가장 잘하는 테러뿐인데 아직도 정신을 못 차리는 것은 아닌지.",민주당비판,민주당 등 야당 반대
20090802,200908,2009,다음카페,('안티MBC' 카페) 민주당 거리투쟁 北이 응원에 나서,"민주당 거리 투쟁 北이 응원에 나서 
언론관계법을 실용독재 구축악법이라 비난 이 당의원직 사퇴쇼 응원, 민주당 거리 투쟁 北이 응원에 나서 
31일자 北노동신문은 「실용독재체제구축을 노린 악법개악책동」이라는 제목의 논설에서 언론관계법국회통과관련 국내보도와 야당과 친북세력의 반대움직임을 중심으로 비난일색의 논조를 펼쳤다. 
논설은 한나라당 '깡패집단'이 언론관련법안을 날치기로 통과시켜 의회민주주의를 난폭하게 짓밟았다고 비난하면서 이로인해 ""남조선에서는 반한나라당 폭풍이 거세게 일어나고 있다""며 민주당의 의원직 사퇴'쇼'를 응원하였다. 
그리고 지난 25일 서울역 광장에서 민주당, 민노당, 진보신당 등 야당과 '사회단체성원' 및 시민1만여명이 <언론악법원천무효 국민선언 초불문화제>를 열고 정부와 여당을 집중성토 규탄하였다고 전했다. 특히 21일부터 총파업을 벌려온 전국언론노조가 언론관련법 투표에 참가한 한나라당 의원들에 대한 <낙선운동과 부수신문 불매운동>등 실천운동을 펼칠 것과 인민 앞에 정당한 심판을 받도록 하겠다고 주장한 점을 강조하였다. 
한편 ""인민의 지향과 요구를 외면하고 반역만을 일삼는 <한나라당>을 비롯한 역적 패당을 그대로 두고서는 언제가도 남조선 사회의 정의와 민주주의를 실현할 수 없다""고 비난선동하기를 잊지 않았다. 
이로써 김정일이 언론관계법 반대 거리투쟁에 나선 정세균과 민주당 민노당 등 야당은 물론, 전국언론노조를 비롯한 촛불폭동세력을 사실상 고무선동하고 나선 것으로 보인다. 
독립신문 백승목 컬럼리스트(hugepine@hanmail.net)",민주당비판,민주당 반대
20090808,200908,2009,다음카페,('안티MBC' 카페) 장외투쟁 vs 민생행보…,"장외투쟁vs민생행보…여론은 누구편? 
[R&R조사]한35.2%, 민23.2% 
[민주자체조사]한30.4%, 민32.5% 
엄병길 기자2009-08-07 오후2:13:10 
미디어법 통과 이후 장외투쟁 11일째를 맞은 민주당은 6일 대전과 청주에서 동시에 집회를 벌일 예정인 반면, 한나라당은 '민주당이 18대 국회에서 6개월이나 등원을 거부하고 있다'고 비판하며 민생행보를 이어갔다. 
민주당 정세균 대표는 이날 여의도 당사에서 열린 확대간부회의에서 ""지난 보름동안 서울 경기 대구 인천 부산 전남 광주 전국을 돌면서 국민들과 직접 소통했다""며 ""참으로 국민의 걱정이 크고, 이 정권이 제발 제역할을 했으면 하는 바람을 거침없이 말했다""고 정부여당을 비판했다. 
정대표는 이어 ""절대다수의 국민들이 이법은 잘못된 것이고, 또 그 처리 과정에 결정적 하자가 있어 '무효화'가 꼭 성공해야 한다고 생각한다""면서 ""악법투쟁이 끝나는 날은 언론악법이 원천 무효가 되는 날이 될 것""이라고 거듭 투쟁의지를 강조했다. 
그러나 한나라당 안상수 원내대표는 민주당이 18대 국회에서 6개월이나 등원을 거부하고 있다""며 무능, 무도, 무책임한 3無정당""이라고 맹비난했다. 
안원내대표는 이날 국회에서 열린 주요 당직자회의에서 ""그간 민주당이 보인 행태는 국회개원을 지연시키고, 망치나 해머를 등장시킨 폭력행사, 조건부등원거부, 길거리와 광장에서의 농성과 가투, 조직적 집단적 본회의장에서의 투표방해행위 등 도저히 공당의 행보라고 믿어지지 않을 정도의 의회폭거를 저지르고, 비정규직근로자를 비롯한 수많은 민생현안은 헌신짝처럼 내팽개개친채 전국을 돌면서 흑색선전, 적반하장식의 가투선전전에 몰입하고 있다""며 이같이 말했다. 
여야가 이같이 팽팽한 대립을 보이는 가운데, 한나라당의 정당지지율이 민주당에 10%P 이상 앞서고 이명박 대통령 국정지지도가 40%를 넘어섰다는 여론조사결과가 발표되자 민주당은 자체조사결과 3주째 한나라당보다는 높은 지지율이 나오고 있다고 맞불을 놨다. 
여론조사전문기관인 리서치앤리서치(R&R)가 4일 전국(제주 제외)만19세 이상 성인 남녀 800명을 대상으로 실시한 여론조사에서 한나라당은 35.2%의 지지율을 기록해 민주당(23.2%)을 크게 앞섰고, 이대통령 국정수행지지도는 지난해 촛불정국 이후 최고인 40.5%로 나타났다.(표본오차는 95%신뢰수준에서 최대허용 ±3.46%P) 
그러나 민주당은 ""산하정책연구기관인 민주정책 연구원 조사결과 '민주당 32.5% vs 한나라당30.4%'로, 민주당이 3주째 30%대 지지도를 유지하며 선두를 지켰다""고 주장하며 ""언론관계법 저지와 무효화 투쟁에 대한 국민들의 지지여론과 함께 민주당의 존재감이 부각된 결과""라고 분석했다.(8월4일 전국 만19세 이상 성인남녀 1천명을 대상으로 ARS전화여론조사. 표본오차는 95%신뢰구간에서±3.1%P) 
프리존뉴스 엄병길기자(bkeom@freezonenews.com)",민주당비판,민주당 반대
20091024,200910,2009,다음카페,"('안티MBC' 카페) '국정원 마녀사냥' 즐기는 민주당, 그만 좀 하시지?","‘국정원 마녀사냥‘하는 ’민주당의 정체‘?
‘광양제철소위험’을 국정원에 알려준 애국적 광주환경청
조영환편집인
지난 1년 반 동안에 국가의 안보와 치안을 경시하는 듯한 주장과 행동을 견지해왔다고 평가받는 민주당이 국가정보원(국정원)을 마치 '악마의 집단'으로 매도하는 듯한 입장을 드러내어 국민의 눈살을 찌푸리게 하고 있다. 국회 환경노동위원회의 22일 환경부의 영산강유역관리청 국정감사에서 민주당 의원들은 영산강환경청이 포스코 광양제철소 동호안 매립지 붕괴사건을 국가정보원 광주지부에 이메일로 통보한 일을 두고 이만의 환경부 장관의 책임을 따지면서 밤 10시까지 정회와 속개를 반복하기도 했다고 한다. 광양제철소의 제방붕괴 상황을 환경청 직원이 국정원에 알렸다고 국정감사에서 소동을 벌이는 민주당의 정체가 뭔가?
민주당 김재윤 의원이 영산강환경청이 지난 8월 환경부에 보낸 '장관님 보고자료'란 문서를 근거로 ""환경청의 국정원 일일보고는 국정원법 위반""이라며 이만의 환경부 장관에게 지휘 책임을 묻자, 한나라당 박준선 의원은 ""야당이 실무자의 단순실수를 침소봉대하고 있다""며 대응했고, 한나라당 조원진 의원도 ""공무원이 (일일보고) 관련 문건을 야당측에 유출한 것에 고의성이 있지 않느냐""는 의혹을 제기했다고 연합뉴스가 전했다. 국정원 광주지부에 광양제철소의 뚝이 터진 사실을 알린 환경청 광주지부의 상식적인 업무활동을 마치 불법인양 야당에 보고되는 현실을 조원진 의원이 따진 것이다.
민주당 의원의 추궁이 계속되자 이만의 환경부 장관은 ""지방말단 실무자의 실수를 장관과 연결시키는 것은 도가 지나치다""고 반발하며 의원들과 고성을 주고받으며 설전을 벌였다고 한다. 이만의 장관은 ""나는 그런 (일일)보고서를 본일도 없고 보고받은 바도 없으며 환경부 장관이 확인해 보고할 사안도 아니다. 그건 잘못된 사례 하나, 속된 말로 하면 개밥의 도토리처럼 발생한 일이다""라고 말하기도 했다. 이러한 이만의 장관의 할말을 한다는 국정감사 태도는 좌익매체들의 뭇매를 자초했고, 좌익세력 특유의 '한 놈만 때리기'는 이만의 장관에게 집중되었다.
추미애 위원장은 ""장관의 지휘감독 책임을 묻는데 장관이 국감에서 `개밥의 도토리' 등의 발언을 할 수 있느냐""며 이 장관에게 사과를 요구하는 등 여당 의원과 야당 의원과 이만의 장관 사이에 공방이 계속되자 추미애 위원장은 개회 한 시간만에 정회를 선언했고, 국감은 이후 40분이 지나서야 다시 시작됐으나, 이만의 장관이 ""(국정원에 알려준 것은) 아무 것도 아니다""고 말하자 다시 추미애 위원장은 이를 문제삼아 국감을 중지하는 등 파행이 계속됐다고 연합뉴스는 전했다. 포스코 광양제철소의 제방이 터진 위기상황을 국정원에 알린 환경청 광주지부 직원의 조처에 '아무런 문제가 없다'는 이만의 장관이 옳아 보인다.
연합뉴스에 따르면, 환경부 관계자는 이날 오후 국감에서 '광주환경청 직원의 국정원 광주지부 보고 논란'에 대해 ""최초 사고 발생 후 긴급성과 테러발생 가능성 등 때문에 e-메일로 국정원 광주지부에 알려줬고, 이후 진행상황을 통보하는 등 모두 2차례 알려줬다""고 밝혔다고 한다. 지극히 정상적인 환경부 광주지부 직원의 업무 수행이라고 평가된다. 오히려 광양제철소 제방 붕괴를 국정원 광주지부에 알린 환경청 광주지부의 상식적 업무활동을 마치 큰 불법인양 문제삼으면서 이만의 장관에게 달려든 민주당 국회의원들의 의식과 판단에 깊은 문제가 있어 보인다. 광양제철소에 닥칠 위기를 국정원에 알렸다고 불법이라고 하는 민주당은 어느 나라의 정당인가?
민주당의 주장을 존중하면, '국정원은 국가의 중요한 기간산업인 광양제철소의 뚝이 터지는 것도 모르고 있어야 한다'는 말인가? 포스코 광양제철소 동호안 매립지가 붕괴되는 위기상황을 국정원이 몰아야 한다고 압박하는 민주당의 정체가 뭔가? 마치 박원순 희망제작소 상임이사처럼 국정원을 악마의 집단으로 매도하는 것이 민주당의 실체인가? 국민의례도 하지 않고 출범하는 '희망과 대안'에 박원순, 정세균, 노회찬, 문국현이 동참해서 국기와 국가에 대한 아무런 존경심도 없는 상태를 보여준 추태가 바로 민주당의 본질인가? 민주당은 하찮은 법으로 국가 기간산업의 붕괴를 방치하자는 반국가적 망국집단인가?
광양제철소 동호안 매립지 붕괴사건을 두고 벌어진 환경청 광주지부와 국정원 광주지부의 업무 소통은 아무리 봐도 정상이고, 이런 국가기간들 간의 소통을 마치 불법적인 것인양 왜곡시켜서 문제삼는 민주당의 억지는 아무리 봐도 비정상으로 보인다. 국가정보원이 광양제철소와 같은 거대한 국가기간산업시설의 위기를 알지 못하라고 강요하는 민주당은 국가의 안보와 치안에 적대세력으로 판단된다. 지난해 광우난동사태 당시부터 민주당이 좌익세력과 함께 공조하면서 보여준 많은 안보와 치안 파괴활동을 국민들이 잊지 않고 있다. 국가의 핵심시설인 광양제철소에 닥칠지도 모를 위기를 국정원이 몰라야 한다고 강요하는 민주당은 反대한민국집단이 아닌가?
국정원을 악마의 집단으로 매도하는 남한 좌익세력의 대변자가 되어, '광양제철소 동호안 매립지 붕괴사건을 국정원은 몰라야 한다'고 강요하며 국정감사장에서 깽판치는 민주당은 대한민국의 애국정당으로 보이지 않는다. 광양제철소 동호안 매립지 붕괴사건은 테러 가능성이 있는 사고이고, 이를 환경청 광주지부가 국정원에 알렸다는데, 뭣이 문제가 된단 말인가? 민주당은 광양제철소에 테러가 발생해도 국정원이 몰라야 한다고 생각하는 반안보-반치안-반이성-반국가집단인가? 국정원을 '악마의 집단'으로 마녀사냥하는 좌익세력의 반국가선동에 민주당은 무책임하게 동조하지 말기 바란다. [조영환 올인코리아 대표: http://allinkorea.net/]",민주당비판,민주당 반대
